City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,nacala,-14.5428,40.6728,299.87,84,10,2.4,MZ,1702575244
292,kalmunai,7.4167,81.8167,298.72,87,100,2.31,LK,1702575245
293,yeppoon,-23.1333,150.7333,295.03,87,0,1.94,AU,1702575245
294,tutoia,-2.7619,-42.2744,302.8,65,86,7.21,BR,1702575245
295,boonville,38.9736,-92.7432,285.72,47,0,4.12,US,1702575199
296,tshabong,-26.05,22.45,302.57,12,91,4.92,BW,1702575246
297,fortaleza,-3.7227,-38.5247,304.22,55,0,8.75,BR,1702575230
298,la palma,33.8464,-118.0467,294.33,47,0,2.06,US,1702575248
299,bengkulu,-3.8004,102.2655,296.75,88,92,1.47,ID,1702575248
300,keflavik,64.0049,-22.5624,275.1,80,75,14.4,IS,1702575249
301,yerofey pavlovich,53.9667,121.9667,240.39,94,7,1.47,RU,1702575249
302,carnarvon,-24.8667,113.6333,297.49,66,0,8.83,AU,1702575250
303,trujillo,-8.116,-79.03,295.13,78,40,4.12,PE,1702575250
304,sijunjung,-0.6876,100.9537,295.92,98,93,0.79,ID,1702575250
305,poronaysk,49.2167,143.1167,258.25,83,88,4.57,RU,1702575251
306,pavlogradka,54.2024,73.5592,246.85,85,58,2.09,RU,1702575251
307,reyes,-14.3167,-67.3833,307.24,59,40,3.09,BO,1702575252
308,bangassou,4.7413,22.8184,295.94,43,42,0.73,CF,1702575252
309,revelstoke,50.9832,-118.2023,271.16,100,100,2.06,CA,1702575018
310,geraldton,-28.7667,114.6,292.38,77,20,6.17,AU,1702575253
311,chelghoum el aid,36.1629,6.1665,280.47,80,88,6.52,DZ,1702575253
312,muli,2.9167,73.5667,299.64,85,100,6.03,MV,1702575253
313,klyuchi,52.2667,79.1667,252.63,78,33,1.94,RU,1702575254
314,severoural'sk,60.1533,59.952,259.51,89,100,1.83,RU,1702575254
315,villa union,23.2,-106.2333,299.77,47,100,0.0,MX,1702575255
316,kuqa,41.7278,82.9364,264.0,55,9,0.98,CN,1702575255
317,hasaki,35.7333,140.8333,284.42,63,100,0.2,JP,1702575256
318,nizhniy kuranakh,58.8353,125.4869,247.85,93,100,4.86,RU,1702575256
319,moussoro,13.6408,16.4901,297.07,18,64,4.94,TD,1702575257
320,aykhal,66.0,111.5,246.26,98,100,2.62,RU,1702575257
321,umba,66.6871,34.3429,265.26,95,100,0.35,RU,1702575257
322,le port,-20.9373,55.2919,300.15,100,26,3.45,RE,1702575258
323,bethanie,-26.4833,17.15,296.23,21,2,7.5,NA,1702575258
324,kodiak,57.79,-152.4072,269.88,68,75,9.26,US,1702575210
325,tolanaro,-25.0319,46.9987,299.19,83,20,9.26,MG,1702575259
326,guerrero negro,27.9769,-114.0611,293.3,33,0,1.59,MX,1702575260
327,ocean city,39.2776,-74.5746,278.7,47,30,1.34,US,1702575260
328,meadow lakes,61.6247,-149.6011,267.15,87,84,1.5,US,1702575261
329,udachny,66.4167,112.4,244.51,75,100,2.51,RU,1702574962
330,urrao,6.3152,-76.1342,294.18,78,94,1.0,CO,1702575262
331,shahrud,36.4182,54.9763,276.75,79,100,2.03,IR,1702575262
332,bemidji,47.4736,-94.8803,281.58,68,0,4.12,US,1702575262
333,houlton,46.1262,-67.8403,268.38,54,0,5.66,US,1702575263
334,guiuan,11.0333,125.7247,301.57,77,100,7.07,PH,1702575264
335,letterkenny,54.95,-7.7333,282.11,79,100,4.16,IE,1702575264
336,vila franca do campo,37.7167,-25.4333,291.42,99,100,6.08,PT,1702575265
337,cidreira,-30.1811,-50.2056,300.43,69,100,3.97,BR,1702575265
338,lorengau,-2.0226,147.2712,299.86,83,68,1.03,PG,1702575266
339,bamboo flat,11.7,92.7167,301.2,89,40,1.54,IN,1702575266
340,calama,-22.4667,-68.9333,298.42,11,0,9.77,CL,1702575268
341,dunedin,-45.8742,170.5036,284.71,84,100,2.68,NZ,1702575069
342,gembu,6.7,11.2667,293.35,38,4,1.9,NG,1702575269
343,hola,51.5377,23.1902,275.25,100,100,3.25,PL,1702575270
344,weinzierl bei krems,48.4,15.6,281.38,89,96,3.96,AT,1702575270
345,brigantine,39.4101,-74.3646,278.72,47,0,4.12,US,1702575271
346,papao,-17.75,-149.55,300.97,80,100,6.53,PF,1702575271
347,zhuangyuan,37.2975,120.8256,272.46,91,100,7.56,CN,1702575272
348,bhimunipatnam,17.8833,83.4333,293.88,74,49,2.62,IN,1702575272
349,bel ombre,-4.6167,55.4167,300.06,89,75,1.54,SC,1702575272
350,kiunga,-6.1219,141.2906,296.26,100,100,1.11,PG,1702575273
351,nova sintra,14.8667,-24.7167,294.87,74,81,7.47,CV,1702575273
352,akrehamn,59.2667,5.1833,276.71,87,75,8.75,NO,1702575274
353,guercif,34.2257,-3.3536,286.89,43,0,2.38,MA,1702575274
354,taroa,8.7058,171.2275,300.79,83,49,9.97,MH,1702575275
355,taghazout,30.5426,-9.7112,294.58,57,0,0.13,MA,1702575275
356,vikhorevka,56.1201,101.1636,246.92,98,100,1.5,RU,1702575276
357,ad-damazin,11.7891,34.3592,300.2,29,33,3.52,SD,1702575276
358,san jose del cabo,23.0589,-109.6977,299.67,63,40,5.14,MX,1702575276
359,saint-pierre,-21.3393,55.4781,299.97,78,100,1.03,RE,1702575277
360,mazamari,-11.3258,-74.5308,301.51,80,78,1.09,PE,1702575277
361,inhambane,-23.865,35.3833,301.14,83,40,4.63,MZ,1702575278
362,kidal,18.4411,1.4078,295.97,12,10,3.76,ML,1702575278
363,scarborough,54.2797,-0.4044,279.91,90,6,1.34,GB,1702575073
364,le vauclin,14.5452,-60.8388,301.18,69,75,6.17,MQ,1702575190
365,itaituba,-4.2761,-55.9836,307.24,62,20,3.09,BR,1702575279
366,mega,4.05,38.3,292.24,69,97,4.09,ET,1702575279
367,santa cruz,-17.8,-63.1667,309.18,44,75,9.26,BO,1702575247
368,tralee,52.2704,-9.7026,282.29,87,75,2.57,IE,1702575280
369,vanimo,-2.6741,141.3028,298.62,91,88,2.26,PG,1702575280
370,minas de marcona,-15.2119,-75.1103,295.32,61,16,4.76,PE,1702575281
371,dangriga,16.9692,-88.2321,299.61,76,28,3.4,BZ,1702575281
372,banda aceh,5.5577,95.3222,299.09,85,95,1.88,ID,1702575065
373,kerikeri,-35.2268,173.9474,284.93,93,25,1.28,NZ,1702575282
374,koysinceq,36.0821,44.6278,283.34,84,11,0.51,IQ,1702575282
375,port macquarie,-31.4333,152.9167,295.31,66,34,3.86,AU,1702575075
376,kyshtovka,56.555,76.6271,250.01,91,99,3.13,RU,1702575283
377,kolonia town,6.964,158.206,299.15,94,100,0.0,FM,1702575283
378,shahecheng,36.9383,114.5058,265.93,97,100,2.51,CN,1702575284
379,pangody,65.85,74.4859,254.88,98,99,2.18,RU,1702575284
380,myski,53.709,87.8014,254.76,97,100,1.33,RU,1702575285
381,villa regina,-39.1,-67.0667,302.58,15,100,3.13,AR,1702575285
382,acajutla,13.5928,-89.8275,304.79,50,5,1.58,SV,1702575285
383,currais novos,-6.2608,-36.5178,307.54,28,26,7.89,BR,1702575286
384,ufa,54.775,56.0375,258.12,87,100,1.79,RU,1702575286
385,nishinoomote,30.7333,131.0,293.78,83,53,2.9,JP,1702575286
386,san patricio,28.017,-97.5169,293.07,87,100,6.67,US,1702575286
387,akureyri,65.6835,-18.0878,276.11,48,75,7.2,IS,1702575287
388,sumter,28.7086,-82.0831,296.47,58,100,7.81,US,1702575022
389,ruston,32.5232,-92.6379,289.59,32,97,4.23,US,1702575287
390,kadinhani,38.2397,32.2114,277.5,47,51,1.09,TR,1702575287
391,carrizo springs,28.5219,-99.8606,286.49,100,100,2.57,US,1702575288
392,acapulco de juarez,16.8634,-99.8901,304.05,55,75,3.6,MX,1702575213
393,fuyuan,46.4333,127.0833,251.46,87,96,3.82,CN,1702575289
394,bikenibeu village,1.3673,173.1241,299.13,94,75,0.0,KI,1702575289
395,eldorado at santa fe,35.5264,-105.9347,274.99,88,100,4.12,US,1702575289
396,kamwenge,0.1866,30.4539,293.34,70,83,1.0,UG,1702575289
397,palapag,12.5458,125.1147,298.89,89,78,3.94,PH,1702575290
398,pointe-du-lac,46.2869,-72.6845,270.26,67,0,7.2,CA,1702575290
399,sitka,57.0531,-135.33,279.09,75,100,10.29,US,1702575290
400,beberibe,-4.1797,-38.1306,302.83,57,79,5.8,BR,1702575291
401,porto seguro,-16.4497,-39.0647,302.44,70,40,4.63,BR,1702575291
402,nova vicosa,-17.8919,-39.3719,302.22,58,0,5.35,BR,1702575269
403,aqsay,51.1678,52.995,265.16,49,100,6.45,KZ,1702575291
404,parintins,-2.6283,-56.7358,305.2,53,57,0.58,BR,1702575292
405,semur-en-auxois,47.4833,4.3333,278.41,95,100,2.48,FR,1702575292
406,susner,23.95,76.0833,289.9,36,6,2.5,IN,1702575292
407,tamanrasset,22.785,5.5228,294.1,11,0,4.12,DZ,1702575293
408,sakaiminato,35.55,133.2333,285.14,100,75,1.03,JP,1702575293
409,puerto aysen,-45.4,-72.7,281.24,99,100,2.33,CL,1702575293
410,hami,42.8,93.45,261.13,40,38,0.63,CN,1702575294
411,hovd,48.0056,91.6419,253.05,84,76,0.39,MN,1702575294
412,bardai,11.65,7.2333,295.55,25,41,3.86,NG,1702575294
413,isla del bosque,22.7333,-105.85,301.1,35,100,2.19,MX,1702575294
414,dapitan,8.6464,123.4208,299.54,87,72,4.65,PH,1702575295
415,villa gesell,-37.2639,-56.973,294.85,65,48,7.86,AR,1702575295
416,antsiranana,-12.2787,49.2917,299.73,82,68,5.52,MG,1702575295
417,itacare,-14.2775,-38.9967,300.84,70,22,4.24,BR,1702575296
418,dese,11.1333,39.6333,286.1,80,96,1.5,ET,1702575296
419,porto belo,-27.1578,-48.5531,304.87,82,85,5.92,BR,1702575296
420,al burayqah,30.4062,19.5739,293.85,46,73,5.5,LY,1702575296
421,ponto novo,-10.8628,-40.1336,306.02,38,25,6.11,BR,1702575297
422,shimoda,34.6667,138.95,288.0,87,100,1.76,JP,1702575297
423,afaahiti,-17.75,-149.2833,300.08,89,100,6.79,PF,1702575298
424,st. john's,47.5649,-52.7093,271.36,69,75,8.75,CA,1702575006
425,yarmouth,41.7057,-70.2286,275.91,55,0,7.6,US,1702575298
426,laojunmiao,39.8333,97.7333,254.75,88,68,3.33,CN,1702575299
427,baishan,41.9431,126.4286,265.52,94,100,2.15,CN,1702575299
428,sao miguel do araguaia,-13.275,-50.1628,313.23,18,31,3.0,BR,1702575299
429,xam nua,20.4197,104.0439,288.86,90,10,0.96,LA,1702575300
430,izazi,-7.2,35.7333,299.75,58,83,2.23,TZ,1702575300
431,mersa matruh,31.3525,27.2453,294.26,49,0,5.14,EG,1702575300
432,namibe,-15.1961,12.1522,295.17,73,97,4.39,AO,1702575301
433,bubaque,11.2833,-15.8333,300.94,64,74,5.04,GW,1702575301
434,dosso,13.049,3.1937,297.55,17,34,4.02,NE,1702575301
435,anthony,32.004,-106.6058,287.87,65,0,3.09,US,1702575301
436,novyy urgal,51.0736,132.5642,239.23,99,15,0.73,RU,1702575302
437,kabansk,52.0486,106.6528,250.93,97,100,1.74,RU,1702575302
438,eyl,7.9803,49.8164,298.73,75,37,10.21,SO,1702575303
439,hono,57.6897,11.6497,271.59,88,99,4.09,SE,1702575303
440,alenquer,-1.9417,-54.7383,307.92,41,39,2.98,BR,1702575304
441,zhosaly,45.4878,64.0781,265.5,31,100,14.93,KZ,1702575305
442,birao,10.2849,22.7882,296.11,20,51,2.74,CF,1702575306
443,howard springs,-12.497,131.047,300.1,96,99,2.28,AU,1702575307
444,maposeni,-10.5833,35.4,296.83,69,85,1.48,TZ,1702575307
445,praia da vitoria,38.7333,-27.0667,290.24,82,40,6.59,PT,1702575308
446,chaohu,31.6,117.8667,278.66,90,100,6.8,CN,1702575308
447,altay,47.8667,88.1167,249.68,64,4,2.6,CN,1702575309
448,lexington,37.9887,-84.4777,284.09,29,0,2.06,US,1702575309
449,abeche,13.8292,20.8324,296.99,17,10,3.97,TD,1702575310
450,portland,45.5234,-122.6762,281.42,88,100,2.24,US,1702575076
451,mahibadhoo,3.7833,72.9667,298.85,89,100,4.96,MV,1702575310
452,uddevalla,58.3478,11.9424,270.97,96,84,1.33,SE,1702575311
453,korla,41.7597,86.1469,262.17,67,19,1.13,CN,1702575312
454,swakopmund,-22.6833,14.5333,294.62,74,72,4.47,NA,1702575170
455,cruzeiro do sul,-29.5128,-51.9853,310.66,55,99,1.75,BR,1702575313
456,giyani,-23.3025,30.7187,300.27,48,50,2.5,ZA,1702575313
457,kendari,-3.945,122.4989,297.68,94,97,1.2,ID,1702575314
458,monterey,36.2505,-121.2516,285.47,38,88,1.76,US,1702575314
459,walvis bay,-22.9575,14.5053,294.68,56,0,8.23,NA,1702575315
460,elmadag,39.9208,33.2308,280.56,65,27,1.9,TR,1702575315
461,svetlyy,54.675,20.1347,272.57,93,67,0.91,RU,1702575316
462,creel,27.75,-107.6333,287.39,12,0,5.97,MX,1702575316
463,conduaga,8.862,117.4893,299.37,83,100,0.76,PH,1702575317
464,sainte-anne-des-monts,49.124,-66.4924,270.08,68,84,7.72,CA,1702575317
465,kisanga,-7.4362,37.7034,298.45,87,86,2.16,TZ,1702575318
466,severo-yeniseyskiy,60.3725,93.0408,245.69,97,98,2.24,RU,1702575318
467,island harbour,50.724,-1.2758,282.77,92,79,0.45,GB,1702575319
468,vernon,50.2581,-119.2691,275.71,89,100,3.09,CA,1702575104
469,vila velha,-20.3297,-40.2925,304.12,58,20,8.23,BR,1702575320
470,punta del este,-34.9667,-54.95,298.13,93,97,1.34,UY,1702575320
471,morehead city,34.7229,-76.726,283.73,51,0,8.23,US,1702575321
472,mujiayingzi,42.1167,118.7833,257.59,96,100,3.35,CN,1702575321
473,champerico,14.3,-91.9167,306.45,59,34,2.78,GT,1702575322
474,labytnangi,66.6572,66.4183,253.27,93,99,1.33,RU,1702575322
475,al abyar,32.19,20.5965,289.48,49,70,6.05,LY,1702575322
476,juneau,58.3019,-134.4197,278.15,95,100,9.77,US,1702575323
477,felege neway,6.3,36.8833,292.51,77,62,1.63,ET,1702575323
478,tartagal,-22.5164,-63.8013,310.77,33,100,3.45,AR,1702575324
479,as sulayyil,20.4607,45.5779,292.29,23,0,3.67,SA,1702575324
480,mandvi,22.8333,69.3667,295.58,47,1,3.53,IN,1702575325
481,toulepleu guere,6.574,-8.4259,300.31,34,31,1.04,CI,1702575325
482,magadi,12.9667,77.2333,294.24,83,49,4.23,IN,1702575325
483,rodolfo sanchez taboada,31.7167,-116.5667,290.43,42,71,0.45,MX,1702575326
484,qamdo,31.1667,97.2333,263.75,57,78,2.92,CN,1702575327
485,uruburetama,-3.625,-39.5083,309.24,26,58,4.55,BR,1702575327
486,kowary,50.7931,15.8356,275.35,99,100,11.62,PL,1702575328
487,cidade velha,14.9167,-23.6167,301.41,54,72,6.69,CV,1702575328
488,stephenville,32.2207,-98.2023,286.59,55,100,5.14,US,1702575255
489,aliwal north,-30.6937,26.7114,291.41,62,54,2.52,ZA,1702575330
490,zuni pueblo,35.0725,-108.8506,276.5,44,38,4.55,US,1702575330
491,puerto baquerizo moreno,-0.9,-89.6,300.7,74,40,6.17,EC,1702575331
492,onega,63.9061,38.1404,261.57,94,98,2.87,RU,1702575331
493,siniscola,40.5719,9.6922,286.9,73,98,3.83,IT,1702575331
494,coahuayana de hidalgo,18.7,-103.6583,304.6,39,100,1.03,MX,1702575332
495,midvagur,62.0511,-7.1939,280.61,70,75,9.77,FO,1702575332
496,toamasina,-18.1667,49.3833,300.15,83,20,1.03,MG,1702575333
497,fort bragg,35.139,-79.006,283.82,30,0,4.12,US,1702575333
498,tindouf,27.6711,-8.1474,297.4,17,0,2.06,DZ,1702575334
499,kayangel,8.0823,134.7173,301.88,77,97,10.26,PW,1702575334
500,balaipungut,1.05,101.2833,296.52,98,100,0.76,ID,1702575335
501,masina,-4.3836,15.3914,297.4,92,100,0.13,CD,1702575335
502,camacupa,-12.0167,17.4833,291.06,91,99,1.16,AO,1702575336
503,broome,42.2506,-75.833,276.32,64,20,4.63,US,1702575336
504,andergrove,-21.0833,149.1833,296.84,74,100,3.36,AU,1702575337
505,swellendam,-34.0226,20.4417,290.93,61,74,3.82,ZA,1702575337
506,ceeldheer,3.8488,47.1806,299.96,75,5,7.87,SO,1702575337
507,tangalle,6.024,80.7911,298.68,88,100,5.18,LK,1702575338
508,mabini,15.6,120.9833,297.97,82,11,1.9,PH,1702575338
509,asosa,10.0667,34.5333,291.79,32,23,2.06,ET,1702575339
510,el abiodh sidi cheikh,32.893,0.5484,282.07,43,1,7.87,DZ,1702575339
511,cananeia,-25.0147,-47.9267,300.3,64,21,3.35,BR,1702575102
512,radzyn podlaski,51.7833,22.6167,273.86,98,100,3.92,PL,1702575340
513,chifeng,42.2683,118.9636,258.35,93,100,3.85,CN,1702575341
514,ferkessedougou,9.6,-5.2,301.74,15,0,1.33,CI,1702575341
515,likiep,9.8251,169.3107,300.38,83,49,9.42,MH,1702575342
516,tual,-5.6667,132.75,301.42,79,99,7.81,ID,1702575342
517,gadani,25.1185,66.7299,294.27,39,10,1.21,PK,1702575343
518,mossel bay,-34.1831,22.146,291.11,69,39,3.85,ZA,1702575343
519,kununurra,-15.7667,128.7333,302.14,84,100,0.0,AU,1702575322
520,lys'va,58.1086,57.8053,262.16,82,100,3.04,RU,1702575344
521,pocone,-16.2567,-56.6228,314.94,21,64,2.48,BR,1702575224
522,shalazhi,43.0978,45.3608,275.89,94,88,1.52,RU,1702575344
523,berezovo,63.9381,65.0419,258.98,97,100,1.65,RU,1702575349
524,thunder bay,48.4001,-89.3168,283.14,43,20,5.14,CA,1702575094
525,tsengel,49.4783,100.8894,247.79,71,6,2.28,MN,1702575350
526,sao joaquim,-28.2939,-49.9317,296.53,68,100,1.88,BR,1702575351
527,turmero,10.2239,-67.4729,301.06,61,54,1.22,VE,1702575351
528,san carlos,9.6612,-68.5827,306.2,43,41,1.71,VE,1702575351
529,kuusamo,65.9667,29.1833,262.17,92,94,3.09,FI,1702575352
530,twon-brass,4.3151,6.2418,301.42,70,12,4.25,NG,1702575352
531,manay,7.215,126.5397,298.73,82,60,2.87,PH,1702575352
532,bandar-e lengeh,26.5579,54.8807,296.21,46,20,7.2,IR,1702575353
533,huarmey,-10.0681,-78.1522,297.05,72,72,4.47,PE,1702575353
534,bandar lampung,-5.4254,105.258,297.01,88,92,3.15,ID,1702575353
535,naracoorte,-36.9579,140.7383,282.96,97,0,1.79,AU,1702575354
536,remire-montjoly,4.9167,-52.2667,305.17,62,0,5.66,GF,1702575354
537,watertown,42.3709,-71.1828,275.78,42,0,6.69,US,1702575297
538,bei'an,24.5399,109.533,294.8,89,52,2.2,CN,1702575354
539,vilhena,-12.7406,-60.1458,304.27,62,40,3.09,BR,1702575092
540,dizangue,3.7667,9.9833,300.27,73,38,2.02,CM,1702575355
541,sitia,35.2,26.0986,292.58,80,98,6.08,GR,1702575355
542,yulinshi,38.2906,109.7494,260.41,77,94,10.68,CN,1702575356
543,hamirpur,25.95,80.15,289.89,46,20,1.57,IN,1702575356
544,bryne,58.7354,5.6477,276.47,84,0,5.66,NO,1702575357
545,chibougamau,49.9168,-74.3659,264.94,79,100,6.69,CA,1702575357
546,holualoa,19.6228,-155.9522,294.06,92,75,10.29,US,1702575357
547,san antonio de pale,-1.4014,5.6325,300.64,79,7,4.38,GQ,1702575357
548,elliot lake,46.3834,-82.6331,276.67,72,81,5.9,CA,1702575358
549,ad dawadimi,24.5077,44.3924,286.79,45,0,2.67,SA,1702575358
550,cockburn town,21.4612,-71.1419,299.29,69,100,10.18,TC,1702575359
551,kingston,17.997,-76.7936,303.28,61,20,3.09,JM,1702575359
552,al jawf,29.5,38.75,287.44,53,0,1.9,SA,1702575359
553,mahina,-17.5065,-149.489,301.02,69,75,5.14,PF,1702575360
554,amvrosiyivka,47.7935,38.4777,273.63,87,100,7.39,UA,1702575360
555,chegdomyn,51.1167,133.0167,240.5,98,51,0.33,RU,1702575360
556,bakanas,44.8081,76.2772,257.86,87,5,7.87,KZ,1702575361
557,sungai penuh,-2.0833,101.3833,292.14,97,94,0.45,ID,1702575361
558,saint-francois,46.4154,3.9054,279.84,94,100,5.66,FR,1702575361
559,belyy yar,53.6039,91.3903,246.09,83,100,0.0,RU,1702575362
560,al bayda',32.7627,21.7551,287.68,44,96,8.19,LY,1702575362
561,dolinsk,47.35,142.8,261.33,81,98,5.16,RU,1702575363
562,ust'-ilimsk,58.0006,102.6619,250.5,95,100,3.13,RU,1702575363
563,adre,13.4667,22.2,293.44,16,8,4.59,TD,1702575364
564,sambava,-14.2667,50.1667,298.75,86,21,3.36,MG,1702575364
565,stauceni,47.0875,28.8703,277.59,97,20,4.63,MD,1702575365
566,east london,-33.0153,27.9116,293.67,68,0,9.26,ZA,1702575365
567,aranda de duero,41.6704,-3.6892,278.47,77,36,2.87,ES,1702575366
568,puerto san jose,13.9256,-90.8244,303.82,51,8,2.88,GT,1702575366
569,new amsterdam,6.25,-57.5167,305.05,53,61,3.68,GY,1702575367
570,abengourou,6.7297,-3.4964,299.13,40,0,0.99,CI,1702575368
571,menongue,-14.6585,17.691,291.92,70,100,1.69,AO,1702575368
572,huoqiu chengguanzhen,32.3547,116.2939,273.31,100,100,4.84,CN,1702575369
573,padang,-0.9492,100.3543,299.18,88,78,1.29,ID,1702575370
574,devgarh,25.5333,73.9,288.83,34,4,2.59,IN,1702575370
575,kingscliff,-28.2667,153.5667,297.44,78,96,2.57,AU,1702575371
576,saint-joseph,-21.3667,55.6167,299.36,84,31,3.45,RE,1702575372
577,dwarka,22.2394,68.9678,296.63,59,1,5.06,IN,1702575372
578,acarau,-2.8856,-40.12,303.61,56,56,9.36,BR,1702575373
579,the pas,53.8251,-101.2541,274.16,64,100,3.6,CA,1702575373
580,kegeyli shahar,42.7767,59.6078,264.2,42,100,6.18,UZ,1702575374
